CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC
8.5469,0.2664,42.3532,1.8299,90.6212,0.0504,2.1901,91.4081
8.5469,0.2606,42.4938,1.8259999999999998,213.4901,0.0506,2.1926,91.6687
8.5469,0.2559,41.9474,1.74,112.882,0.0478,2.1913,91.9478
8.5469,0.2589,41.0959,1.6722,59.5319,0.0467,2.1917,91.9561
8.5469,0.2664,41.6725,1.6464,21.5131,0.0478,2.2007,91.7252
8.5469,0.2599,41.6484,1.5619999999999998,12.0553,0.0514,2.21,91.4708
8.5469,0.2606,42.0961,1.5517,10.8759,0.0527,2.213,91.3414
8.5469,0.2638,43.6892,1.5608,13.4617,0.0537,2.2144,91.212
8.5469,0.2643,43.6997,1.5256,15.9655,0.054000000000000006,2.2144,91.1957
8.5469,0.2648,43.8377,1.469,16.1902,0.0544,2.2145,91.205
8.5469,0.2605,44.0425,1.4234,15.2153,0.0537,2.2132,91.2143
8.5469,0.2515,45.4669,1.3393,12.7605,0.0516,2.2117,91.4646
8.5469,0.2414,45.6868,1.2484,8.071,0.0487,2.213,91.7879
8.5469,0.2343,45.6679,1.1842,5.3327,0.0465,2.2192,92.1112
8.5469,0.2395,42.1774,1.1795,4.3152,0.0473,2.2375,93.2102
8.5469,0.2467,41.8852,1.213,5.4807,0.0491,2.2396,93.7967
8.5469,0.2542,40.12,1.3815,26.5869,0.0484,2.2203,94.9975
8.5469,0.2544,41.0978,1.3645,36.3358,0.0462,2.2085,95.6006
8.5469,0.2766,41.3421,1.0277,2.5713,0.0517,2.2173,97.0612
8.5469,0.2915,41.2129,1.0266,2.3906,0.0536,2.2211,97.1826
8.5469,0.3072,42.6734,1.0563,2.6249,0.052000000000000005,2.2225,97.304
8.5469,0.3209,46.3779,1.1077,3.0057,0.0465,2.2244,97.3509
8.5469,0.3283,50.9012,1.1575,3.2564,0.0411,2.2321,97.3311
8.5469,0.32799999999999996,59.5112,1.157,2.9379,0.04,2.2401,97.3113
8.5469,0.3277,65.889,1.1488,2.5381,0.0389,2.2482,97.3204
8.5469,0.3221,68.4132,1.1359,2.1958,0.0404,2.2707,97.3609
8.5469,0.3153,67.4071,1.1194,1.8986,0.0443,2.2926,97.4015
8.5469,0.3089,66.1632,1.0949,1.6698,0.0472,2.307,97.5346
8.5469,0.3039,64.3422,1.0801,1.5329,0.0476,2.3123,97.7898
8.5469,0.301,64.1045,1.091,1.5109,0.0462,2.3115,98.045
8.5469,0.3009,64.7296,1.1121,1.5659,0.0448,2.3098,98.3008
8.5469,0.3061,66.5178,1.1594,1.5932,0.0455,2.3154,98.8144
8.5469,0.307,67.8741,1.1608,1.5207,0.0475,2.3223,99.0801
8.5469,0.3063,67.9839,1.1541,1.4123,0.0492,2.3280000000000003,99.3636
8.5469,0.3063,66.6151,1.1203,1.2705,0.05,2.3304,99.6471
8.5469,0.3102,64.3796,1.1076,1.235,0.05,2.3289,99.8877
8.5469,0.3167,62.9839,1.0933,1.1997,0.049,2.3251,100.0221
8.5469,0.3161,61.526,1.0846,1.242,0.0472,2.3333,100.4332
8.5625,0.306,66.3041,1.0912,1.2868,0.0503,2.3413,100.5738
8.5625,0.3019,68.4124,1.1061,1.3309,0.0545,2.3476,100.6979
8.5469,0.301,65.4124,1.1068,1.3436,0.0577,2.349,100.75200000000001
8.5469,0.303,57.7091,1.1056,1.2834,0.0575,2.3438,100.8402
8.5469,0.3033,56.2492,1.1226,1.3065,0.0548,2.3379,100.7559
8.5469,0.2954,56.4304,1.1702,1.3946,0.0493,2.339,100.5526
8.5469,0.2928,56.9424,1.1865,1.4308,0.0477,2.3436,100.1057
8.5469,0.2925,57.3534,1.1958,1.4792,0.0484,2.3476,99.6588
8.5469,0.2904,57.6442,1.1968,1.5189,0.0524,2.3473,99.2116
8.5469,0.2743,53.638999999999996,1.1859,1.4997,0.0638,2.3222,98.3051
8.5469,0.2609,49.7149,1.1544,1.4279,0.0678,2.2989,97.8516
8.5469,0.2238,43.4356,1.016,1.1465,0.0701,2.2494,97.0094
8.5469,0.2051,41.4528,0.9658,1.1014,0.066,2.2307,96.5882
8.5469,0.1951,40.0559,0.9452,1.1795,0.0581,2.2202,96.7596
8.5469,0.1984,38.1199,0.9558,1.2956,0.051,2.2213,96.9612
8.5469,0.2133,37.2841,0.9751,1.2818,0.0494,2.2331,97.1627
8.5469,0.2335,35.8461,1.0079,1.2018,0.0543,2.248,97.1422
8.5469,0.2685,33.3881,1.0512,1.2593,0.0642,2.2442,97.0538
8.5469,0.2834,33.4303,1.0718,1.5023,0.0612,2.2231,96.4728
8.5469,0.2992,35.0452,1.0399,2.0379,0.0536,2.2034,95.1296
8.5469,0.3131,36.6514,0.9858,1.9749,0.0441,2.1963,94.9755
8.5469,0.3197,38.4987,0.9329999999999999,1.6368,0.0356,2.2072,94.9447
8.5469,0.2848,59.4835,0.9736,1.0725,0.0431,2.3174,94.6487
8.5469,0.2722,63.03,0.9988,1.1983,0.0567,2.3416,94.5023
8.5469,0.2662,63.6156,1.0518,1.4876,0.0694,2.3421,95.2017
8.5469,0.2648,62.1996,1.0812,1.7195,0.0774,2.3202,96.2441
8.5469,0.2642,58.9911,1.1067,1.9108,0.0783,2.2835,97.2865
8.5469,0.2608,44.3305,1.1717,2.8791,0.0622,2.2062,99.2663
8.5469,0.2592,40.2564,1.1399,2.7053,0.0542,2.1847,99.5334
8.5469,0.2587,38.0006,1.0788,2.3539,0.0523,2.181,99.5852
8.5469,0.2576,33.8629,0.9723,1.8679,0.0494,2.1779,99.456
8.5469,0.2585,34.4327,0.9254,1.5817,0.0492,2.1809,99.0975
8.5469,0.2684,33.4967,0.8173,1.0842,0.0503,2.1937,96.4185
8.5469,0.2677,35.8914,0.7899,0.9792,0.0514,2.199,95.1356
8.5469,0.2633,35.685,0.7866,0.9808,0.0524,2.2029,94.5699
8.5469,0.258,33.98,0.7787,0.9392,0.0531,2.2049,93.781
8.5469,0.2537,33.1763,0.7828,0.9378,0.0533,2.2064,93.2798
8.5469,0.254,32.9123,0.8018,1.0004,0.0534,2.207,93.3516
8.5469,0.2543,34.8245,0.8165,1.058,0.0535,2.2077,93.4233
8.5469,0.2541,35.0188,0.8319,1.107,0.0542,2.2093,93.5372
8.5469,0.253,35.3005,0.8459,1.1553,0.0548,2.2106,93.7379
8.5469,0.2518,34.5782,0.8397,1.1176,0.0547,2.211,94.179
8.5469,0.2577,34.5432,0.8316,1.0778,0.054000000000000006,2.2112,94.522
8.5469,0.2546,34.5082,0.8128,1.0031,0.0536,2.2116,94.865
8.5469,0.2516,34.6001,0.8003,0.9565,0.0532,2.2121,95.0226
8.5469,0.2521,34.4349,0.7933,0.9407,0.0528,2.2138,94.5647
8.5469,0.2518,34.5214,0.779,0.9023,0.0529,2.2151,94.1067
8.5469,0.2505,34.3769,0.7553,0.8225,0.0532,2.2155,93.6642
8.5469,0.2483,32.7455,0.7482,0.7838,0.0538,2.2151,92.9161
8.5469,0.2494,33.9587,0.7613,0.823,0.0537,2.2148,92.5523
8.5469,0.2519,35.172,0.777,0.8653,0.053,2.2144,92.2534
8.5469,0.2533,34.2265,0.7883,0.8903,0.0517,2.2135,91.9546
8.5469,0.2512,34.0009,0.7833,0.9026,0.05,2.2124,91.6801
8.5469,0.247,32.9575,0.7619,0.8432,0.0486,2.2115,91.6594
8.5469,0.244,33.2738,0.7459,0.7932,0.0483,2.2121,91.6387
8.5469,0.2445,34.0734,0.73,0.7431,0.0495,2.2147,91.6115
8.5469,0.2467,34.952,0.7166,0.7022,0.0512,2.2179,91.4261
8.5469,0.2439,34.471,0.6951,0.6732,0.0527,2.2212,91.0539
8.5469,0.2406,34.645,0.691,0.6667,0.0527,2.2208,90.975
8.5469,0.239,34.3211,0.6935,0.6862,0.0531,2.2209,90.8953
8.5469,0.2394,33.6941,0.6885,0.6962,0.0538,2.2219,90.8157
8.5469,0.2333,33.0294,0.6166,0.5499,0.0554,2.2302,90.6206
8.5469,0.23399999999999999,34.8639,0.6136,0.5475,0.055,2.2321,90.602
8.5469,0.2355,34.6299,0.6108,0.5429,0.0543,2.2341,90.4901
8.5469,0.2325,35.4973,0.6013,0.5254,0.0527,2.2364,90.2325
8.5469,0.2276,34.8048,0.5929,0.5099,0.0523,2.2372,90.1747
8.5469,0.2224,33.918,0.5878,0.4992,0.0528,2.2393,90.1347
8.5469,0.2184,33.4659,0.5861,0.5001,0.0543,2.2431,90.0947
8.5469,0.2172,33.0138,0.5915,0.5122,0.055999999999999994,2.2472,90.0418
8.5469,0.2192,32.4317,0.5928,0.5152,0.0573,2.25,89.9845
8.5469,0.2236,32.7115,0.5895,0.5097,0.0582,2.2508,89.9272
8.5469,0.2319,34.5036,0.5771,0.4944,0.062,2.2495,90.0223
8.5469,0.2332,33.3071,0.5725,0.4861,0.0637,2.246,90.088
8.5234,0.2346,31.680999999999997,0.5697,0.4754,0.0613,2.2332,90.2024
8.5469,0.2385,32.9275,0.5735,0.4806,0.0555,2.2243,90.3191
8.5469,0.23800000000000002,34.1586,0.5824,0.4934,0.0539,2.2248,90.3842
8.5469,0.2356,34.6892,0.5933,0.5144,0.0533,2.2276,90.4493
8.5469,0.2333,32.5054,0.6009,0.5318,0.0535,2.2306,90.4854
8.5469,0.2326,31.8831,0.6012,0.5316,0.054000000000000006,2.2321,90.4988
8.5469,0.2336,32.3414,0.5933,0.517,0.0544,2.2319999999999998,90.5121
8.5469,0.2353,32.2859,0.5831,0.4993,0.0547,2.2315,90.4868
8.5469,0.2362,32.082,0.5757,0.4848,0.0552,2.2317,90.4244
8.5469,0.2355,31.8781,0.5693,0.4782,0.0558,2.2325,90.36200000000001
8.5469,0.2307,34.2161,0.5538,0.4634,0.0556,2.2329,90.1743
8.5469,0.2283,33.0509,0.5491,0.4561,0.055,2.2328,90.0689
8.5469,0.2262,32.7726,0.5458,0.4514,0.0548,2.2341,89.9857
8.5469,0.2249,31.6868,0.5455,0.4487,0.0552,2.2371,89.9338
8.5469,0.22399999999999998,32.1394,0.5464,0.4503,0.0554,2.2406,89.8818
8.5469,0.2243,31.379,0.5543,0.4605,0.0556,2.2451,89.8423
8.5469,0.2238,31.4426,0.5512,0.4572,0.0567,2.2461,89.8375
8.5469,0.2224,31.6071,0.5445,0.4485,0.0586,2.2469,89.8577
8.5469,0.2212,32.4704,0.5233,0.42200000000000004,0.0585,2.2415,90.005
8.5469,0.2399,33.166,0.5064,0.4097,0.0487,2.2217,90.2036
8.5469,0.2414,33.327,0.5057,0.4091,0.0486,2.2216,90.2683
8.5469,0.2393,33.262,0.503,0.4065,0.0512,2.2252,90.3363
8.5469,0.237,31.8649,0.4992,0.4026,0.0555,2.2306,90.4043
8.5469,0.2355,32.0095,0.4939,0.4014,0.0595,2.2349,90.4691
8.5469,0.2332,31.506,0.4921,0.4014,0.0615,2.2365,90.51899999999999
8.5469,0.2301,32.6863,0.4903,0.4013,0.0604,2.2352,90.5689
8.5469,0.2279,32.9434,0.4854,0.40299999999999997,0.0578,2.2329,90.6214
8.5469,0.2277,31.6647,0.4828,0.4036,0.0559,2.2322,90.6917
8.5469,0.22899999999999998,32.141999999999996,0.4844,0.405,0.0556,2.2336,90.762
8.5469,0.2305,32.1436,0.4869,0.4056,0.0562,2.2359,90.8263
8.5469,0.2313,32.9379,0.4916,0.4084,0.055999999999999994,2.2368,90.8213
8.5469,0.2316,34.0433,0.4965,0.4097,0.0547,2.2363,90.8163
8.5469,0.2315,33.2261,0.5002,0.4068,0.0534,2.2355,90.811
8.5469,0.231,32.0029,0.4956,0.4004,0.0526,2.2347,90.7956
8.5469,0.2302,32.0209,0.4892,0.3973,0.0525,2.2339,90.7803
8.5469,0.2307,33.5099,0.4793,0.3945,0.0537,2.2326,90.7409
8.5469,0.2324,34.5482,0.475,0.3921,0.0549,2.2327,90.7168
8.5469,0.2336,34.1375,0.4727,0.391,0.0558,2.2324,90.6926
8.5469,0.2335,35.1745,0.4704,0.3899,0.0559,2.2314,90.697
8.5469,0.2327,33.8497,0.4673,0.3883,0.0549,2.2302,90.7033
8.5469,0.2338,33.8598,0.4634,0.3895,0.0529,2.2301,90.7179
8.5469,0.2359,33.685,0.4592,0.3922,0.0537,2.2335,90.7351
8.5469,0.2294,34.1449,0.4542,0.3913,0.0559,2.2373,90.781
8.5469,0.2274,32.6305,0.4521,0.3911,0.0574,2.239,90.8052
8.5469,0.2316,32.3185,0.4512,0.3938,0.057999999999999996,2.2398,90.7297
8.5469,0.23600000000000002,31.6984,0.4494,0.395,0.053,2.2351,90.6639
8.5,0.2358,31.9021,0.4496,0.3952,0.0502,2.2321,90.6515
8.5469,0.2345,31.8971,0.4499,0.3954,0.0491,2.2312,90.639
8.5469,0.2335,32.5734,0.4503,0.3948,0.0503,2.2332,90.5871
8.5469,0.2349,33.0371,0.4517,0.3962,0.0528,2.2366,90.5178
8.5469,0.2375,32.4319,0.4546,0.4026,0.0555,2.2402,90.4485
8.5469,0.2392,32.3952,0.4544,0.4026,0.0578,2.2427,90.3894
8.5469,0.2389,32.7649,0.45299999999999996,0.395,0.0597,2.2446,90.3357
8.5469,0.24,32.5045,0.4525,0.3939,0.0615,2.2465,90.2821
8.5234,0.2352,32.5395,0.4543,0.3952,0.0632,2.2483,90.2195
8.5,0.2329,32.3917,0.4619,0.3994,0.0625,2.2461,90.0823
8.5469,0.2239,31.9681,0.4783,0.4038,0.0552,2.2321,90.2568
8.5469,0.223,32.3911,0.479,0.4033,0.0549,2.2321,90.3343
8.5313,0.2332,32.7337,0.4753,0.4038,0.0564,2.2346,90.4835
8.5469,0.2363,33.1293,0.4653,0.4001,0.0566,2.2343,90.5875
8.5469,0.2406,33.8163,0.4556,0.3965,0.0562,2.2334,90.7268
8.5469,0.2423,34.2464,0.4484,0.396,0.0564,2.2341,90.866
8.5469,0.2412,33.762,0.4427,0.3966,0.0578,2.2363,91.0046
8.5469,0.2368,33.0413,0.4382,0.3985,0.0601,2.2371,91.2799
8.5469,0.2426,33.2476,0.4426,0.3991,0.0571,2.2352,91.74700000000001
8.5469,0.243,32.6932,0.4449,0.4021,0.057,2.2363,91.85799999999999
8.5469,0.2408,32.6902,0.4485,0.4074,0.0572,2.2375,91.8593
8.5469,0.2337,32.4515,0.4533,0.4117,0.0557,2.2386,91.8685
8.5469,0.2302,33.0371,0.4601,0.4153,0.0543,2.2383,91.8948
8.5469,0.2298,33.2332,0.4757,0.4133,0.0524,2.2342,91.9158
8.5469,0.2343,32.9843,0.48700000000000004,0.4104,0.0525,2.2319999999999998,91.7951
8.5469,0.2387,32.7756,0.5021,0.414,0.0536,2.2319999999999998,91.6744
8.5469,0.2369,32.8916,0.5243,0.4355,0.0573,2.2372,91.5087
8.5469,0.2334,32.958,0.514,0.4314,0.0586,2.2399,91.4527
8.5469,0.2315,33.1055,0.4944,0.4178,0.0589,2.2405,91.3823
8.5469,0.23199999999999998,33.37,0.4753,0.4077,0.0587,2.2389,91.2055
8.5469,0.2335,32.6909,0.4586,0.4055,0.0585,2.2361,91.0287
8.5469,0.2336,31.2995,0.4485,0.4054,0.0582,2.233,90.8518
8.5469,0.2316,32.3234,0.4445,0.4031,0.0576,2.2309,90.6734
8.5469,0.2297,33.1911,0.4441,0.3992,0.0565,2.2298,90.495
8.5469,0.2342,32.5367,0.4494,0.3948,0.0534,2.2305,90.5246
8.5469,0.2331,32.7568,0.4488,0.4007,0.0537,2.2299,90.8125
8.5469,0.2312,31.3401,0.446,0.4039,0.053,2.2282,91.00200000000001
8.5469,0.2301,31.5538,0.4412,0.4036,0.0516,2.226,91.1914
8.5469,0.2301,31.8303,0.4366,0.4019,0.0505,2.2242,91.4566
8.5469,0.2297,31.7755,0.43200000000000005,0.3974,0.0501,2.2242,91.7277
8.5469,0.2284,30.8834,0.4284,0.3935,0.0511,2.2269,91.9988
8.5469,0.22699999999999998,32.5149,0.4251,0.3899,0.0529,2.2318,92.1392
8.5469,0.2277,33.0933,0.4231,0.3889,0.0547,2.2364,92.2617
8.5469,0.2304,32.2735,0.4226,0.3891,0.0557,2.2382,92.3842
8.5469,0.2325,33.0081,0.4228,0.3904,0.0561,2.2373,92.3376
8.5469,0.2317,32.1111,0.425,0.396,0.057999999999999996,2.2365,92.1758
8.5469,0.2334,33.1322,0.4261,0.3944,0.0592,2.2378,92.0366
8.5469,0.237,32.5135,0.4271,0.3946,0.0593,2.2378,91.8813
8.5469,0.2398,33.0162,0.4285,0.3955,0.0583,2.2356,91.726
8.5469,0.2413,33.4936,0.4295,0.3961,0.0569,2.2328,91.6133
8.5469,0.2408,33.7747,0.4318,0.3968,0.055999999999999994,2.2328,91.4183
8.5469,0.2379,33.6699,0.4312,0.396,0.0568,2.2363,91.3351
8.5,0.2254,32.6703,0.4313,0.39899999999999997,0.0595,2.2452,91.1053
8.5469,0.2202,31.5198,0.4318,0.4037,0.0596,2.2455,91.0292
8.5469,0.2228,32.8617,0.4305,0.4094,0.0585,2.2438,90.7579
8.5469,0.2256,32.5777,0.4302,0.4086,0.0559,2.2404,90.5449
8.5469,0.2379,33.0087,0.4288,0.4109,0.0502,2.2314,90.0213
8.5469,0.2403,31.8935,0.4299,0.4111,0.051,2.2333,89.8647
8.5469,0.2395,31.7299,0.4311,0.4129,0.0526,2.2363,89.73200000000001
8.5469,0.2368,32.3113,0.4332,0.4145,0.0541,2.2379,89.6289
8.5469,0.2349,33.1407,0.4355,0.4167,0.0544,2.2361,89.5258
8.5469,0.2363,33.6283,0.43700000000000006,0.4168,0.051,2.2282,89.3874
8.5469,0.2353,33.3108,0.4351,0.4189,0.0493,2.2276,89.3328
8.5469,0.2313,33.2094,0.4339,0.4197,0.0491,2.2302,89.3044
8.5469,0.2263,33.7764,0.4316,0.4199,0.0499,2.2338,89.3246
8.5469,0.223,34.7251,0.4277,0.4184,0.0505,2.2366,89.3448
8.5469,0.2219,34.4601,0.4245,0.4171,0.0509,2.2382,89.4107
8.5469,0.2217,33.8278,0.4217,0.4161,0.0517,2.2398,89.5813
8.5469,0.2206,32.5851,0.415,0.4128,0.0552,2.2437,89.9163
8.5469,0.2188,31.9105,0.4043,0.4092,0.054000000000000006,2.2447,90.3467
8.5469,0.2184,31.7291,0.401,0.4076,0.0541,2.2464,90.4523
8.5469,0.2175,32.2372,0.3983,0.4074,0.055,2.2487,90.55799999999999
8.5469,0.2161,33.9549,0.3957,0.405,0.0558,2.2497,90.6516
8.5469,0.2153,34.4116,0.3933,0.4027,0.0556,2.2486,90.6817
8.5469,0.2171,33.1963,0.3911,0.4,0.0549,2.246,90.7118
8.5469,0.2247,33.8154,0.39,0.3972,0.0544,2.2438,90.7459
8.5,0.2302,32.855,0.3884,0.3958,0.0544,2.2430000000000003,90.8118
8.5234,0.231,32.2031,0.3865,0.3947,0.0549,2.2438,90.8776
8.5469,0.2316,32.7894,0.3848,0.3935,0.055,2.2448,90.9469
8.5469,0.2301,33.7934,0.3839,0.3925,0.0546,2.2444,91.0681
8.5469,0.2276,34.2668,0.3818,0.3894,0.0542,2.2426,91.1892
8.5469,0.2255,33.6677,0.3794,0.3843,0.0539,2.2395,91.31
8.5469,0.2247,33.0758,0.3783,0.3801,0.0535,2.2361,91.4064
8.5469,0.2282,32.1031,0.3788,0.3776,0.0521,2.231,91.5992
8.5469,0.2308,29.7497,0.3852,0.3884,0.0547,2.2336,91.9136
8.5469,0.2328,30.5807,0.3858,0.3896,0.0559,2.2336,92.0361
8.5469,0.2362,31.1327,0.386,0.3906,0.0562,2.2314,92.1602
8.5469,0.2394,31.2738,0.3854,0.3909,0.055999999999999994,2.2279,92.2842
8.5469,0.2411,31.7345,0.3839,0.3885,0.0559,2.2249,92.4884
8.5469,0.2414,33.1483,0.3822,0.3855,0.0561,2.2237,92.7043
8.5469,0.24100000000000002,32.0905,0.3804,0.3814,0.0565,2.2245,92.9202
8.5469,0.2375,32.9754,0.3766,0.3768,0.0553,2.2266,93.2822
8.5469,0.23399999999999999,31.6054,0.3761,0.3759,0.0539,2.2271,93.4599
8.5469,0.228,30.6779,0.377,0.3797,0.0528,2.2297,93.536
8.5469,0.2277,31.7126,0.3764,0.3818,0.0534,2.2309,93.5564
8.5469,0.2303,31.8409,0.3762,0.3809,0.0549,2.2317,93.5346
8.5469,0.2339,30.568,0.3764,0.3793,0.0568,2.2322,93.4971
8.5469,0.2346,30.4141,0.3759,0.3765,0.0585,2.231,93.4196
8.5469,0.23600000000000002,30.7988,0.3763,0.3786,0.0573,2.2289,93.4029
8.5469,0.2395,30.7652,0.377,0.3824,0.0564,2.2267,93.345
8.5469,0.2374,30.7048,0.3772,0.3749,0.0564,2.2242,93.0726
8.5469,0.2356,30.601999999999997,0.376,0.3694,0.0552,2.2224,92.9448
8.5469,0.2374,31.7646,0.3761,0.3687,0.0533,2.2197,92.8171
8.5469,0.2511,33.1843,0.3811,0.3773,0.0495,2.2181,92.0112
8.5469,0.252,33.8042,0.3833,0.3794,0.0491,2.2207,91.7346
8.5469,0.2504,32.713,0.3839,0.3806,0.0499,2.2242,91.4768
8.5469,0.2477,31.9103,0.3845,0.3817,0.0516,2.2268,91.219
8.5469,0.2455,32.0958,0.3856,0.3826,0.0528,2.2267,90.9546
8.5469,0.2447,32.0244,0.3858,0.3828,0.0529,2.2239,90.6817
8.5469,0.2439,32.2808,0.386,0.38299999999999995,0.0525,2.2199,90.4088
8.5469,0.243,31.0974,0.3864,0.3839,0.0528,2.2169,90.1908
8.5469,0.2423,31.801,0.3877,0.387,0.0543,2.2159999999999997,90.0581
8.5469,0.2413,31.6315,0.3904,0.3919,0.0561,2.217,89.9254
8.5469,0.2394,31.4913,0.3916,0.3947,0.0574,2.2188,89.8154
8.5469,0.2358,33.049,0.395,0.3988,0.057999999999999996,2.22,89.7488
8.5469,0.2316,33.3864,0.3985,0.4026,0.0576,2.2191,89.6822
8.5469,0.2311,32.5753,0.4023,0.4105,0.0545,2.2139,89.5676
8.5469,0.2364,31.8945,0.4043,0.4134,0.053,2.2134,89.5153
8.5469,0.2424,32.8947,0.4048,0.4142,0.0525,2.2156,89.476
8.5469,0.2457,31.9849,0.4055,0.4144,0.0529,2.2194,89.4759
8.5469,0.2451,32.4996,0.4067,0.4161,0.0537,2.2236,89.4759
8.5469,0.2418,32.4641,0.408,0.4201,0.0535,2.2264,89.4713
8.5469,0.2332,33.0697,0.4066,0.4195,0.0498,2.2285,89.4247
8.5469,0.2278,33.251,0.4051,0.4188,0.0486,2.2314,89.4148
8.5469,0.2219,33.6357,0.4039,0.4174,0.0493,2.2371,89.4796
8.5469,0.2171,31.404,0.4024,0.4156,0.0507,2.2430000000000003,89.5445
8.5469,0.215,31.8119,0.4008,0.4125,0.0509,2.2458,89.6117
8.5469,0.2158,32.1974,0.3996,0.4108,0.05,2.245,89.6998
8.5469,0.2191,32.3104,0.4003,0.4113,0.0493,2.2434,89.7879
8.5469,0.22699999999999998,31.815,0.4029,0.4162,0.0516,2.2449,90.0539
8.5469,0.2296,31.4154,0.4037,0.4186,0.0531,2.2462,90.2271
8.5469,0.2308,32.0278,0.4016,0.4155,0.0542,2.2467,90.399
8.5469,0.23,31.0993,0.3983,0.4112,0.0553,2.2472,90.4743
8.5469,0.2277,31.5893,0.3978,0.4114,0.0563,2.248,90.5491
8.5469,0.2252,30.0193,0.3974,0.4105,0.0559,2.2477,90.6239
8.5469,0.2249,29.1788,0.3962,0.4072,0.0538,2.2455,90.6748
8.5469,0.2264,30.9222,0.3949,0.4051,0.0511,2.2426,90.7248
8.5469,0.2281,32.5247,0.3937,0.4036,0.0499,2.241,90.7747
8.5469,0.228,33.023,0.3921,0.3998,0.0513,2.2423,90.7985
8.5469,0.2251,32.8807,0.3902,0.397,0.0543,2.2453,90.8196
8.5469,0.2205,33.3869,0.39,0.3968,0.057,2.248,90.8408
8.5469,0.2169,32.7354,0.3895,0.3965,0.0581,2.2487,90.86200000000001
8.5469,0.2167,32.9435,0.3893,0.3962,0.0579,2.2476,90.8831
8.5469,0.22,34.3308,0.3887,0.395,0.0579,2.2464,90.9043
8.5469,0.2246,35.0109,0.389,0.3931,0.0587,2.2458,90.8958
8.5469,0.2292,35.2076,0.3882,0.3921,0.0595,2.2449,90.8805
8.5469,0.2323,35.9875,0.3877,0.39,0.0581,2.2387,90.8264
8.5469,0.2303,35.766999999999996,0.3892,0.3942,0.0572,2.2363,90.7803
8.5469,0.2284,35.7263,0.3889,0.3958,0.0579,2.2367,90.7343
8.5469,0.2303,35.3206,0.3866,0.3953,0.0597,2.2393,90.6059
8.5469,0.2326,34.978,0.3855,0.3953,0.0587,2.239,90.5388
8.5469,0.2347,36.6603,0.3855,0.3951,0.057,2.2384,90.4581
8.5469,0.2367,38.586,0.385,0.3919,0.0556,2.2392,90.2836
8.5469,0.2353,37.6404,0.3853,0.3918,0.0558,2.239,90.2092
8.5469,0.2238,37.265,0.3824,0.3891,0.0521,2.2313,89.993
8.5469,0.2242,36.7281,0.3821,0.3904,0.0518,2.2311,89.8981
8.5469,0.2278,36.3021,0.3818,0.3918,0.0525,2.2323,89.8031
8.5469,0.2348,37.6867,0.3821,0.38799999999999996,0.0513,2.2313,89.8586
8.5469,0.2361,36.5187,0.3826,0.3876,0.0489,2.2283,89.9242
8.5469,0.2363,36.1293,0.3837,0.3875,0.047,2.226,90.0014
8.5469,0.2366,36.3004,0.3856,0.3883,0.047,2.226,90.0909
8.5469,0.2374,35.9174,0.3881,0.3929,0.0488,2.2282,90.1804
8.5469,0.2377,35.9827,0.39,0.3961,0.0511,2.2314,90.2579
8.5469,0.2364,35.5253,0.3903,0.4005,0.0529,2.2341,90.3196
8.5469,0.22899999999999998,35.8141,0.3897,0.3999,0.054000000000000006,2.2372,90.4107
8.5469,0.2255,37.3679,0.3886,0.3974,0.0542,2.2392,90.38799999999999
8.5469,0.2229,36.8035,0.389,0.3951,0.0536,2.2408,90.3653
8.5469,0.2211,35.6254,0.3893,0.3952,0.0519,2.2411,90.3282
8.5469,0.2209,36.1565,0.3903,0.3985,0.05,2.2404,90.2627
8.5469,0.2232,35.5888,0.3915,0.3999,0.0494,2.2403,90.1972
8.5469,0.2271,36.9176,0.3917,0.39899999999999997,0.0506,2.2416,90.1593
8.5469,0.2286,36.7132,0.3931,0.4056,0.0552,2.2456,90.2201
8.5469,0.2254,36.4957,0.39299999999999996,0.4059,0.0562,2.2455,90.2588
8.5,0.2218,34.3494,0.3908,0.4019,0.0562,2.2439,90.3241
8.5469,0.2185,32.8607,0.3904,0.4001,0.0559,2.2426,90.3894
8.5469,0.2168,31.7412,0.3901,0.3983,0.057,2.244,90.5446
8.5469,0.2196,30.1394,0.3884,0.3965,0.0573,2.2447,90.6305
8.5469,0.223,30.748,0.3876,0.3942,0.0567,2.244,90.7059
8.5469,0.2249,30.930999999999997,0.3852,0.3905,0.0551,2.2415,90.71799999999999
8.5469,0.2265,31.9774,0.3816,0.3846,0.0533,2.2379,90.7302
8.5469,0.2298,32.312,0.381,0.3833,0.0522,2.235,90.7116
8.5469,0.2349,31.3066,0.3775,0.3842,0.0519,2.2332,90.4013
8.5469,0.2383,31.9688,0.3753,0.3822,0.0523,2.2329,90.09100000000001
8.5469,0.2371,32.9456,0.3736,0.3791,0.0533,2.2336,89.7573
8.5469,0.2325,33.4132,0.3732,0.3785,0.0545,2.2343,88.9543
8.5469,0.2278,33.2515,0.3721,0.3786,0.0553,2.2341,88.1513
8.5469,0.2275,33.5282,0.37200000000000005,0.3768,0.0543,2.2296,85.7131
8.5469,0.2335,32.1574,0.374,0.3717,0.0531,2.2227,82.4419
8.5469,0.2316,31.8885,0.3758,0.3728,0.0528,2.2197,80.3541
8.5469,0.2266,30.6546,0.3811,0.3834,0.0526,2.2184,78.2433
8.5469,0.2187,32.2284,0.3933,0.3995,0.0523,2.2217,73.964
